TS,meter,pv_simulated,sum
2021-07-13 02:48:10,5.38,0,5.38
2021-07-13 02:48:12,3.68,0,3.68
2021-07-13 02:48:14,8.68,0,8.68
2021-07-13 02:48:16,2.5,0,2.5
2021-07-13 02:48:18,2.45,0,2.45
2021-07-13 02:48:20,8.19,0,8.19
2021-07-13 02:48:22,8.8,0,8.8
2021-07-13 02:48:24,5.91,0,5.91
2021-07-13 02:48:26,8.53,0,8.53
2021-07-13 02:48:28,5.32,0,5.32
2021-07-13 02:48:30,0.02,0,0.02
2021-07-13 02:48:32,3.05,0,3.05
2021-07-13 02:48:34,8.0,0,8.0
2021-07-13 02:48:36,9.0,0,9.0
2021-07-13 02:48:38,4.16,0,4.16
2021-07-13 02:48:40,2.62,0,2.62
2021-07-13 02:48:42,3.98,0,3.98
2021-07-13 02:48:44,5.25,0,5.25
2021-07-13 02:48:46,6.52,0,6.52
2021-07-13 02:48:48,6.63,0,6.63
2021-07-13 02:48:50,7.06,0,7.06
2021-07-13 02:48:52,7.25,0,7.25
2021-07-13 02:48:54,1.11,0,1.11
2021-07-13 02:48:56,1.84,0,1.84
2021-07-13 02:48:58,2.41,0,2.41
2021-07-13 02:49:00,4.18,0,4.18
2021-07-13 02:49:02,4.83,0,4.83
2021-07-13 02:49:04,6.86,0,6.86
2021-07-13 02:49:06,8.6,0,8.6
2021-07-13 02:49:08,1.78,0,1.78
2021-07-13 02:49:10,7.39,0,7.39
2021-07-13 02:49:12,5.11,0,5.11
2021-07-13 02:49:14,1.56,0,1.56
2021-07-13 02:49:16,5.11,0,5.11
2021-07-13 02:49:18,8.44,0,8.44
2021-07-13 02:49:20,4.66,0,4.66
2021-07-13 02:49:22,2.04,0,2.04
2021-07-13 02:49:24,7.16,0,7.16
2021-07-13 02:49:27,4.77,0,4.77
2021-07-13 02:49:29,4.6,0,4.6
2021-07-13 02:49:31,4.18,0,4.18
2021-07-13 02:49:33,3.92,0,3.92
2021-07-13 02:49:35,1.73,0,1.73
2021-07-13 02:49:37,1.7,0,1.7
2021-07-13 02:49:39,6.65,0,6.65
2021-07-13 02:49:41,2.84,0,2.84
2021-07-13 02:49:43,7.19,0,7.19
2021-07-13 02:49:45,2.92,0,2.92
2021-07-13 02:49:47,5.2,0,5.2
2021-07-13 02:49:49,2.04,0,2.04
2021-07-13 02:49:51,3.74,0,3.74
2021-07-13 02:49:53,3.54,0,3.54
2021-07-13 02:49:55,7.68,0,7.68
2021-07-13 02:49:57,8.3,0,8.3
2021-07-13 02:49:59,6.57,0,6.57
2021-07-13 02:50:01,7.91,0,7.91
2021-07-13 02:50:03,8.27,0,8.27
2021-07-13 02:50:05,5.9,0,5.9
2021-07-13 02:50:07,6.37,0,6.37
2021-07-13 02:50:09,0.87,0,0.87
2021-07-13 02:50:11,4.18,0,4.18
2021-07-13 02:50:13,2.18,0,2.18
2021-07-13 02:50:15,7.83,0,7.83
2021-07-13 02:50:17,6.86,0,6.86
2021-07-13 02:50:19,8.45,0,8.45
2021-07-13 02:50:21,7.54,0,7.54
2021-07-13 02:50:23,6.63,0,6.63
2021-07-13 02:50:25,7.77,0,7.77
2021-07-13 02:50:27,5.29,0,5.29
2021-07-13 02:50:29,5.98,0,5.98
2021-07-13 02:50:31,0.28,0,0.28
2021-07-13 02:50:33,5.54,0,5.54
2021-07-13 02:50:35,4.76,0,4.76
2021-07-13 02:50:37,4.7,0,4.7
2021-07-13 02:50:39,7.92,0,7.92
2021-07-13 02:50:41,7.53,0,7.53
2021-07-13 02:50:43,0.88,0,0.88
2021-07-13 02:50:45,5.75,0,5.75
2021-07-13 02:50:47,2.45,0,2.45
2021-07-13 02:50:49,8.62,0,8.62
2021-07-13 02:50:51,2.83,0,2.83
2021-07-13 02:50:53,4.0,0,4.0
2021-07-13 02:50:55,8.12,0,8.12
2021-07-13 02:50:57,5.85,0,5.85
2021-07-13 02:50:59,2.75,0,2.75
2021-07-13 02:51:01,5.9,0,5.9
2021-07-13 02:51:03,1.14,0,1.14
2021-07-13 02:51:05,0.23,0,0.23
2021-07-13 02:51:07,0.42,0,0.42
2021-07-13 02:51:09,2.79,0,2.79
2021-07-13 02:51:11,1.39,0,1.39
2021-07-13 02:51:13,1.05,0,1.05
2021-07-13 02:51:15,6.78,0,6.78
2021-07-13 02:51:17,1.02,0,1.02
2021-07-13 02:51:19,4.77,0,4.77
2021-07-13 02:51:21,3.32,0,3.32
2021-07-13 02:51:23,5.81,0,5.81
2021-07-13 02:51:25,3.42,0,3.42
2021-07-13 02:51:27,6.89,0,6.89
2021-07-13 02:51:29,1.6,0,1.6
2021-07-13 02:51:31,7.58,0,7.58
2021-07-13 02:51:33,2.06,0,2.06
2021-07-13 02:51:35,6.99,0,6.99
2021-07-13 02:51:37,6.69,0,6.69
2021-07-13 02:51:39,7.0,0,7.0
2021-07-13 02:51:41,8.99,0,8.99
2021-07-13 02:51:43,2.58,0,2.58
2021-07-13 02:51:45,6.73,0,6.73
2021-07-13 02:51:47,7.09,0,7.09
2021-07-13 02:51:49,5.09,0,5.09
2021-07-13 02:51:51,1.21,0,1.21
2021-07-13 02:51:53,4.75,0,4.75
2021-07-13 02:51:55,8.97,0,8.97
2021-07-13 02:51:57,7.77,0,7.77
2021-07-13 02:51:59,5.67,0,5.67
2021-07-13 02:52:01,4.08,0,4.08
2021-07-13 02:52:03,1.67,0,1.67
2021-07-13 02:52:05,1.43,0,1.43
2021-07-13 02:52:07,2.22,0,2.22
2021-07-13 02:52:09,6.79,0,6.79
2021-07-13 02:52:11,3.18,0,3.18
2021-07-13 02:52:13,1.72,0,1.72
2021-07-13 02:52:15,1.68,0,1.68
2021-07-13 02:52:17,2.17,0,2.17
2021-07-13 02:52:19,6.48,0,6.48
2021-07-13 02:52:21,1.96,0,1.96
2021-07-13 02:52:23,2.51,0,2.51
2021-07-13 02:52:25,0.75,0,0.75
2021-07-13 02:52:27,4.23,0,4.23
2021-07-13 02:52:29,2.87,0,2.87
2021-07-13 02:52:31,6.97,0,6.97
2021-07-13 02:52:33,2.28,0,2.28
2021-07-13 02:52:35,2.07,0,2.07
2021-07-13 02:52:37,7.49,0,7.49
2021-07-13 02:52:39,2.05,0,2.05
2021-07-13 02:52:41,6.54,0,6.54
2021-07-13 02:52:43,3.23,0,3.23
2021-07-13 02:52:45,5.68,0,5.68
2021-07-13 02:52:47,0.65,0,0.65
2021-07-13 02:52:49,4.06,0,4.06
2021-07-13 02:52:51,8.76,0,8.76
2021-07-13 02:52:53,4.18,0,4.18
2021-07-13 02:52:55,5.28,0,5.28
2021-07-13 02:52:57,5.22,0,5.22
2021-07-13 02:52:59,4.25,0,4.25
2021-07-13 02:53:01,7.68,0,7.68
2021-07-13 02:53:03,2.47,0,2.47
2021-07-13 02:53:05,2.0,0,2.0
2021-07-13 02:53:07,8.2,0,8.2
2021-07-13 02:53:09,6.37,0,6.37
2021-07-13 02:53:11,1.98,0,1.98
2021-07-13 02:53:13,1.76,0,1.76
2021-07-13 02:53:15,5.82,0,5.82
2021-07-13 02:53:17,7.29,0,7.29
2021-07-13 02:53:19,2.46,0,2.46
2021-07-13 02:53:21,1.08,0,1.08
2021-07-13 02:53:23,6.93,0,6.93
2021-07-13 02:53:25,5.92,0,5.92
2021-07-13 02:53:27,4.82,0,4.82
2021-07-13 02:53:29,6.95,0,6.95
2021-07-13 02:53:31,2.37,0,2.37
2021-07-13 02:53:33,4.47,0,4.47
2021-07-13 02:53:35,4.13,0,4.13
2021-07-13 02:53:37,0.84,0,0.84
2021-07-13 02:53:39,8.08,0,8.08
2021-07-13 02:53:42,2.16,0,2.16
2021-07-13 02:53:44,5.46,0,5.46
2021-07-13 02:53:46,4.42,0,4.42
2021-07-13 02:53:48,2.54,0,2.54
2021-07-13 02:53:50,2.66,0,2.66
2021-07-13 02:53:52,4.2,0,4.2
2021-07-13 02:53:54,5.13,0,5.13
2021-07-13 02:53:56,6.92,0,6.92
2021-07-13 02:53:58,2.15,0,2.15
2021-07-13 02:54:00,7.65,0,7.65
2021-07-13 02:54:02,0.3,0,0.3
2021-07-13 02:54:04,3.35,0,3.35
2021-07-13 02:54:06,4.79,0,4.79
2021-07-13 02:54:08,1.66,0,1.66
2021-07-13 02:54:10,5.66,0,5.66
2021-07-13 02:54:12,0.56,0,0.56
2021-07-13 02:54:14,3.96,0,3.96
2021-07-13 02:54:16,4.93,0,4.93
2021-07-13 02:54:18,6.46,0,6.46
2021-07-13 02:54:20,8.3,0,8.3
2021-07-13 02:54:22,4.75,0,4.75
2021-07-13 02:54:24,1.59,0,1.59
2021-07-13 02:54:26,7.57,0,7.57
2021-07-13 02:54:28,4.12,0,4.12
2021-07-13 02:54:30,1.96,0,1.96
2021-07-13 02:54:32,1.39,0,1.39
2021-07-13 02:54:34,7.01,0,7.01
2021-07-13 02:54:36,8.37,0,8.37
2021-07-13 02:54:38,4.63,0,4.63
2021-07-13 02:54:40,2.15,0,2.15
2021-07-13 02:54:42,8.68,0,8.68
2021-07-13 02:54:44,0.13,0,0.13
2021-07-13 02:54:46,0.64,0,0.64
2021-07-13 02:54:48,1.65,0,1.65
2021-07-13 02:54:50,5.72,0,5.72
2021-07-13 02:54:52,6.99,0,6.99
2021-07-13 02:54:54,5.63,0,5.63
2021-07-13 02:54:56,5.95,0,5.95
2021-07-13 02:54:58,0.78,0,0.78
2021-07-13 02:55:00,0.13,0,0.13
2021-07-13 02:55:02,7.12,0,7.12
2021-07-13 02:55:04,5.29,0,5.29
2021-07-13 02:55:06,5.28,0,5.28
2021-07-13 02:55:08,1.6,0,1.6
2021-07-13 02:55:10,2.11,0,2.11
2021-07-13 02:55:12,6.75,0,6.75
2021-07-13 02:55:14,7.94,0,7.94
2021-07-13 02:55:16,3.56,0,3.56
2021-07-13 02:55:18,1.62,0,1.62
2021-07-13 02:55:20,5.07,0,5.07
2021-07-13 02:55:22,0.48,0,0.48
2021-07-13 02:55:24,2.29,0,2.29
2021-07-13 02:55:26,2.74,0,2.74
2021-07-13 02:55:28,0.59,0,0.59
2021-07-13 02:55:30,3.78,0,3.78
2021-07-13 02:55:32,7.83,0,7.83
2021-07-13 02:55:34,0.59,0,0.59
2021-07-13 02:55:36,2.17,0,2.17
2021-07-13 02:55:38,1.34,0,1.34
2021-07-13 02:55:40,0.37,0,0.37
2021-07-13 02:55:42,4.51,0,4.51
2021-07-13 02:55:44,5.28,0,5.28
2021-07-13 02:55:46,2.83,0,2.83
2021-07-13 02:55:48,6.44,0,6.44
2021-07-13 02:55:50,7.82,0,7.82
2021-07-13 02:55:52,2.92,0,2.92
2021-07-13 02:55:54,0.15,0,0.15
2021-07-13 02:55:56,6.37,0,6.37
2021-07-13 02:55:58,0.08,0,0.08
2021-07-13 02:56:00,4.02,0,4.02
2021-07-13 02:56:02,5.8,0,5.8
2021-07-13 02:56:04,5.8,0,5.8
2021-07-13 02:56:06,5.07,0,5.07
2021-07-13 02:56:08,5.14,0,5.14
2021-07-13 02:56:10,3.73,0,3.73
2021-07-13 02:56:12,2.15,0,2.15
2021-07-13 02:56:14,1.8,0,1.8
2021-07-13 02:56:16,3.51,0,3.51
2021-07-13 02:56:18,3.88,0,3.88
2021-07-13 02:56:20,3.24,0,3.24
2021-07-13 02:56:22,0.28,0,0.28
2021-07-13 02:56:24,0.23,0,0.23
2021-07-13 02:56:26,2.97,0,2.97
2021-07-13 02:56:28,7.03,0,7.03
2021-07-13 02:56:30,7.23,0,7.23
2021-07-13 02:56:32,5.49,0,5.49
2021-07-13 02:56:34,7.4,0,7.4
2021-07-13 02:56:36,4.55,0,4.55
2021-07-13 02:56:38,8.38,0,8.38
2021-07-13 02:56:40,3.38,0,3.38
2021-07-13 02:56:42,7.66,0,7.66
2021-07-13 02:56:44,4.57,0,4.57
2021-07-13 02:56:46,3.06,0,3.06
2021-07-13 02:56:48,8.13,0,8.13
2021-07-13 02:56:50,4.38,0,4.38
2021-07-13 02:56:52,8.9,0,8.9
2021-07-13 02:56:54,5.64,0,5.64
2021-07-13 02:56:56,1.79,0,1.79
2021-07-13 02:56:58,4.24,0,4.24
2021-07-13 02:57:00,2.88,0,2.88
2021-07-13 02:57:02,1.87,0,1.87
2021-07-13 02:57:04,0.16,0,0.16
2021-07-13 02:57:06,0.99,0,0.99
2021-07-13 02:57:08,3.06,0,3.06
2021-07-13 02:57:10,4.28,0,4.28
2021-07-13 02:57:12,5.19,0,5.19
2021-07-13 02:57:14,6.45,0,6.45
2021-07-13 02:57:16,3.02,0,3.02
2021-07-13 02:57:18,3.64,0,3.64
2021-07-13 02:57:20,1.63,0,1.63
2021-07-13 02:57:22,2.52,0,2.52
2021-07-13 02:57:24,8.04,0,8.04
2021-07-13 02:57:26,1.84,0,1.84
2021-07-13 02:57:28,1.03,0,1.03
2021-07-13 02:57:30,4.73,0,4.73
2021-07-13 02:57:32,7.84,0,7.84
2021-07-13 02:57:34,7.78,0,7.78
2021-07-13 02:57:36,4.69,0,4.69
2021-07-13 02:57:38,2.12,0,2.12
2021-07-13 02:57:41,6.94,0,6.94
2021-07-13 02:57:43,7.24,0,7.24
2021-07-13 02:57:45,6.23,0,6.23
2021-07-13 02:57:47,4.84,0,4.84
2021-07-13 02:57:49,8.27,0,8.27
2021-07-13 02:57:51,7.78,0,7.78
2021-07-13 02:57:53,6.61,0,6.61
2021-07-13 02:57:55,5.06,0,5.06
2021-07-13 02:57:57,1.64,0,1.64
2021-07-13 02:57:59,5.11,0,5.11
2021-07-13 02:58:01,4.83,0,4.83
2021-07-13 02:58:03,2.24,0,2.24
2021-07-13 02:58:05,7.12,0,7.12
2021-07-13 02:58:07,1.75,0,1.75
2021-07-13 02:58:09,4.93,0,4.93
2021-07-13 02:58:11,7.9,0,7.9
2021-07-13 02:58:13,4.78,0,4.78
2021-07-13 02:58:15,7.82,0,7.82
2021-07-13 02:58:17,8.98,0,8.98
2021-07-13 02:58:19,0.31,0,0.31
2021-07-13 02:58:21,8.91,0,8.91
2021-07-13 02:58:23,6.35,0,6.35
2021-07-13 02:58:25,6.36,0,6.36
2021-07-13 02:58:27,7.51,0,7.51
2021-07-13 02:58:29,8.56,0,8.56
2021-07-13 02:58:31,5.7,0,5.7
2021-07-13 02:58:33,8.0,0,8.0
2021-07-13 02:58:35,7.28,0,7.28
2021-07-13 02:58:37,1.12,0,1.12
2021-07-13 02:58:39,3.82,0,3.82
2021-07-13 02:58:41,8.21,0,8.21
2021-07-13 02:58:43,6.17,0,6.17
2021-07-13 02:58:45,4.88,0,4.88
2021-07-13 02:58:47,5.82,0,5.82
2021-07-13 02:58:49,3.6,0,3.6
2021-07-13 02:58:51,5.14,0,5.14
2021-07-13 02:58:53,4.84,0,4.84
2021-07-13 02:58:55,2.47,0,2.47
2021-07-13 02:58:57,6.92,0,6.92
2021-07-13 02:58:59,0.02,0,0.02
2021-07-13 02:59:01,5.3,0,5.3
2021-07-13 02:59:03,7.87,0,7.87
2021-07-13 02:59:05,0.1,0,0.1
2021-07-13 02:59:07,6.36,0,6.36
2021-07-13 02:59:09,6.5,0,6.5
2021-07-13 02:59:11,6.23,0,6.23
2021-07-13 02:59:13,4.35,0,4.35
2021-07-13 02:59:15,1.02,0,1.02
2021-07-13 02:59:17,4.83,0,4.83
2021-07-13 02:59:19,8.64,0,8.64
2021-07-13 02:59:21,7.29,0,7.29
2021-07-13 02:59:23,8.31,0,8.31
2021-07-13 02:59:25,2.74,0,2.74
2021-07-13 02:59:27,1.21,0,1.21
2021-07-13 02:59:29,6.11,0,6.11
2021-07-13 02:59:31,5.23,0,5.23
2021-07-13 02:59:33,3.59,0,3.59
2021-07-13 02:59:35,3.73,0,3.73
2021-07-13 02:59:37,4.46,0,4.46
2021-07-13 02:59:39,5.61,0,5.61
2021-07-13 02:59:41,8.09,0,8.09
2021-07-13 02:59:43,8.55,0,8.55
2021-07-13 02:59:45,2.81,0,2.81
2021-07-13 02:59:47,1.09,0,1.09
2021-07-13 02:59:49,1.21,0,1.21
2021-07-13 02:59:51,1.09,0,1.09
2021-07-13 02:59:53,5.12,0,5.12
2021-07-13 02:59:55,7.79,0,7.79
2021-07-13 02:59:57,0.84,0,0.84
2021-07-13 02:59:59,3.29,0,3.29
2021-07-13 03:00:01,6.78,0,6.78
2021-07-13 03:00:03,6.72,0,6.72
2021-07-13 03:00:05,6.21,0,6.21
2021-07-13 03:00:07,0.27,0,0.27
2021-07-13 03:00:09,8.54,0,8.54
2021-07-13 03:00:11,4.64,0,4.64
2021-07-13 03:00:13,6.03,0,6.03
2021-07-13 03:00:15,1.78,0,1.78
2021-07-13 03:00:17,0.35,0,0.35
2021-07-13 03:00:19,6.14,0,6.14
2021-07-13 03:00:21,3.63,0,3.63
2021-07-13 03:00:23,7.71,0,7.71
2021-07-13 03:00:25,1.62,0,1.62
2021-07-13 03:00:27,6.14,0,6.14
2021-07-13 03:00:29,7.92,0,7.92
2021-07-13 03:00:31,7.41,0,7.41
2021-07-13 03:00:33,3.68,0,3.68
2021-07-13 03:00:35,0.76,0,0.76
2021-07-13 03:00:37,0.04,0,0.04
2021-07-13 03:00:39,7.1,0,7.1
2021-07-13 03:00:41,6.25,0,6.25
2021-07-13 03:00:43,3.94,0,3.94
2021-07-13 03:00:45,5.3,0,5.3
2021-07-13 03:00:47,1.65,0,1.65
2021-07-13 03:00:49,4.47,0,4.47
2021-07-13 03:00:51,4.85,0,4.85
2021-07-13 03:00:53,1.23,0,1.23
2021-07-13 03:00:55,3.14,0,3.14
2021-07-13 03:00:57,2.52,0,2.52
2021-07-13 03:00:59,6.39,0,6.39
2021-07-13 03:01:01,7.82,0,7.82
2021-07-13 03:01:03,3.06,0,3.06
2021-07-13 03:01:05,1.66,0,1.66
2021-07-13 03:01:07,6.52,0,6.52
2021-07-13 03:01:09,5.5,0,5.5
2021-07-13 03:01:11,8.78,0,8.78
2021-07-13 03:01:13,6.36,0,6.36
2021-07-13 03:01:15,7.0,0,7.0
2021-07-13 03:01:17,0.86,0,0.86
2021-07-13 03:01:19,5.45,0,5.45
2021-07-13 03:01:21,2.6,0,2.6
2021-07-13 03:01:23,6.1,0,6.1
2021-07-13 03:01:25,2.09,0,2.09
2021-07-13 03:01:27,0.62,0,0.62
2021-07-13 03:01:29,7.12,0,7.12
2021-07-13 03:01:31,6.33,0,6.33
2021-07-13 03:01:33,7.35,0,7.35
2021-07-13 03:01:35,5.18,0,5.18
2021-07-13 03:01:37,6.31,0,6.31
2021-07-13 03:01:39,6.49,0,6.49
2021-07-13 03:01:41,2.12,0,2.12
2021-07-13 03:01:43,2.83,0,2.83
2021-07-13 03:01:45,3.14,0,3.14
2021-07-13 03:01:47,0.35,0,0.35
2021-07-13 03:01:49,4.2,0,4.2
2021-07-13 03:01:51,6.88,0,6.88
2021-07-13 03:01:54,6.2,0,6.2
2021-07-13 03:01:56,6.62,0,6.62
2021-07-13 03:01:58,8.13,0,8.13
2021-07-13 03:02:00,2.17,0,2.17
2021-07-13 03:02:02,8.66,0,8.66
2021-07-13 03:02:04,8.47,0,8.47
2021-07-13 03:02:06,3.99,0,3.99
2021-07-13 03:02:08,7.04,0,7.04
2021-07-13 03:02:10,2.62,0,2.62
2021-07-13 03:02:12,4.95,0,4.95
2021-07-13 03:02:14,2.55,0,2.55
2021-07-13 03:02:16,2.94,0,2.94
2021-07-13 03:02:18,6.72,0,6.72
2021-07-13 03:02:20,8.43,0,8.43
2021-07-13 03:02:22,7.59,0,7.59
2021-07-13 03:02:24,5.94,0,5.94
2021-07-13 03:02:26,6.89,0,6.89
2021-07-13 03:02:28,5.18,0,5.18
2021-07-13 03:02:30,1.37,0,1.37
2021-07-13 03:02:32,2.78,0,2.78
2021-07-13 03:02:34,3.8,0,3.8
2021-07-13 03:02:36,0.15,0,0.15
2021-07-13 03:02:38,8.6,0,8.6
2021-07-13 03:02:40,4.46,0,4.46
2021-07-13 03:02:42,8.11,0,8.11
2021-07-13 03:02:44,5.61,0,5.61
2021-07-13 03:02:46,1.6,0,1.6
2021-07-13 03:02:48,2.21,0,2.21
2021-07-13 03:02:50,5.27,0,5.27
2021-07-13 03:02:52,7.86,0,7.86
2021-07-13 03:02:54,3.51,0,3.51
2021-07-13 03:02:56,0.08,0,0.08
2021-07-13 03:02:58,4.31,0,4.31
2021-07-13 03:03:00,2.61,0,2.61
2021-07-13 03:03:02,0.15,0,0.15
2021-07-13 03:03:04,0.66,0,0.66
2021-07-13 03:03:06,8.46,0,8.46
2021-07-13 03:03:08,4.75,0,4.75
2021-07-13 03:03:10,8.17,0,8.17
2021-07-13 03:03:12,3.91,0,3.91
2021-07-13 03:03:14,7.99,0,7.99
2021-07-13 03:03:16,3.68,0,3.68
2021-07-13 03:03:18,7.73,0,7.73
2021-07-13 03:03:20,8.75,0,8.75
2021-07-13 03:03:22,6.95,0,6.95
2021-07-13 03:03:24,1.38,0,1.38
2021-07-13 03:03:26,7.44,0,7.44
2021-07-13 03:03:28,8.81,0,8.81
2021-07-13 03:03:30,5.84,0,5.84
2021-07-13 03:03:32,2.96,0,2.96
2021-07-13 03:03:34,0.17,0,0.17
2021-07-13 03:03:36,3.56,0,3.56
2021-07-13 03:03:38,7.25,0,7.25
2021-07-13 03:03:40,7.43,0,7.43
2021-07-13 03:03:42,2.53,0,2.53
2021-07-13 03:03:44,5.85,0,5.85
2021-07-13 03:03:46,0.53,0,0.53
2021-07-13 03:03:48,4.62,0,4.62
2021-07-13 03:03:50,7.96,0,7.96
2021-07-13 03:03:52,3.25,0,3.25
2021-07-13 03:03:54,7.97,0,7.97
2021-07-13 03:03:56,2.2,0,2.2
2021-07-13 03:03:58,2.46,0,2.46
2021-07-13 03:04:00,7.13,0,7.13
2021-07-13 03:04:02,0.11,0,0.11
2021-07-13 03:04:04,5.4,0,5.4
2021-07-13 03:04:06,5.15,0,5.15
2021-07-13 03:04:08,4.89,0,4.89
2021-07-13 03:04:10,5.58,0,5.58
2021-07-13 03:04:12,4.53,0,4.53
2021-07-13 03:04:14,3.53,0,3.53
2021-07-13 03:04:16,2.79,0,2.79
2021-07-13 03:04:18,4.29,0,4.29
2021-07-13 03:04:20,1.53,0,1.53
2021-07-13 03:04:22,8.25,0,8.25
2021-07-13 03:04:24,5.97,0,5.97
2021-07-13 03:04:26,2.65,0,2.65
2021-07-13 03:04:28,6.38,0,6.38
2021-07-13 03:04:30,1.83,0,1.83
2021-07-13 03:04:32,5.02,0,5.02
2021-07-13 03:04:34,5.59,0,5.59
2021-07-13 03:04:36,4.53,0,4.53
2021-07-13 03:04:38,6.02,0,6.02
2021-07-13 03:04:40,0.38,0,0.38
2021-07-13 03:04:42,2.45,0,2.45
2021-07-13 03:04:44,1.45,0,1.45
2021-07-13 03:04:46,8.84,0,8.84
2021-07-13 03:04:48,0.78,0,0.78
2021-07-13 03:04:50,1.39,0,1.39
2021-07-13 03:04:52,5.41,0,5.41
2021-07-13 03:04:54,5.5,0,5.5
2021-07-13 03:04:56,2.01,0,2.01
2021-07-13 03:04:58,6.92,0,6.92
2021-07-13 03:05:00,5.18,0,5.18
2021-07-13 03:05:02,0.41,0,0.41
2021-07-13 03:05:04,1.91,0,1.91
2021-07-13 03:05:06,8.19,0,8.19
2021-07-13 03:05:08,7.01,0,7.01
2021-07-13 03:05:10,7.7,0,7.7
2021-07-13 03:05:12,5.43,0,5.43
2021-07-13 03:05:14,2.31,0,2.31
2021-07-13 03:05:16,7.61,0,7.61
2021-07-13 03:05:18,7.02,0,7.02
2021-07-13 03:05:20,7.82,0,7.82
2021-07-13 03:05:22,0.78,0,0.78
2021-07-13 03:05:24,8.43,0,8.43
2021-07-13 03:05:26,8.96,0,8.96
2021-07-13 03:05:28,3.84,0,3.84
2021-07-13 03:05:30,8.79,0,8.79
2021-07-13 03:05:32,4.66,0,4.66
2021-07-13 03:05:34,6.58,0,6.58
2021-07-13 03:05:36,6.18,0,6.18
2021-07-13 03:05:38,2.48,0,2.48
2021-07-13 03:05:40,0.91,0,0.91
2021-07-13 03:05:43,2.69,0,2.69
2021-07-13 03:05:45,2.14,0,2.14
2021-07-13 03:05:47,1.53,0,1.53
2021-07-13 03:05:49,8.89,0,8.89
2021-07-13 03:05:51,5.25,0,5.25
2021-07-13 03:05:53,5.98,0,5.98
2021-07-13 03:05:55,7.95,0,7.95
2021-07-13 03:05:57,8.71,0,8.71
2021-07-13 03:05:59,1.7,0,1.7
2021-07-13 03:06:01,0.49,0,0.49
2021-07-13 03:06:03,7.43,0,7.43
2021-07-13 03:06:05,2.27,0,2.27
2021-07-13 03:06:07,8.73,0,8.73
2021-07-13 03:06:09,2.83,0,2.83
2021-07-13 03:06:11,6.04,0,6.04
2021-07-13 03:06:13,7.9,0,7.9
2021-07-13 03:06:15,4.51,0,4.51
2021-07-13 03:06:17,3.74,0,3.74
2021-07-13 03:06:19,0.45,0,0.45
2021-07-13 03:06:21,6.09,0,6.09
2021-07-13 03:06:23,7.95,0,7.95
2021-07-13 03:06:25,1.85,0,1.85
2021-07-13 03:06:27,5.38,0,5.38
2021-07-13 03:06:29,6.05,0,6.05
2021-07-13 03:06:31,2.84,0,2.84
2021-07-13 03:06:33,2.48,0,2.48
2021-07-13 03:06:35,7.94,0,7.94
2021-07-13 03:06:37,0.64,0,0.64
2021-07-13 03:06:39,9.0,0,9.0
2021-07-13 03:06:41,4.18,0,4.18
2021-07-13 03:06:43,3.12,0,3.12
2021-07-13 03:06:45,1.34,0,1.34
2021-07-13 03:06:47,1.99,0,1.99
2021-07-13 03:06:49,7.36,0,7.36
2021-07-13 03:06:51,2.14,0,2.14
2021-07-13 03:06:53,2.69,0,2.69
2021-07-13 03:06:55,6.19,0,6.19
2021-07-13 03:06:57,8.53,0,8.53
2021-07-13 03:06:59,1.49,0,1.49
2021-07-13 03:07:01,4.96,0,4.96
2021-07-13 03:07:03,6.44,0,6.44
2021-07-13 03:07:05,3.06,0,3.06
2021-07-13 03:07:07,3.52,0,3.52
2021-07-13 03:07:09,5.5,0,5.5
2021-07-13 03:07:11,0.53,0,0.53
2021-07-13 03:07:13,8.9,0,8.9
2021-07-13 03:07:15,8.6,0,8.6
2021-07-13 03:07:17,3.07,0,3.07
2021-07-13 03:07:19,2.58,0,2.58
2021-07-13 03:07:21,7.22,0,7.22
2021-07-13 03:07:23,7.67,0,7.67
2021-07-13 03:07:25,6.93,0,6.93
2021-07-13 03:07:27,4.67,0,4.67
2021-07-13 03:07:29,0.04,0,0.04
2021-07-13 03:07:31,7.92,0,7.92
2021-07-13 03:07:33,3.03,0,3.03
2021-07-13 03:07:35,4.32,0,4.32
2021-07-13 03:07:37,5.88,0,5.88
2021-07-13 03:07:39,3.5,0,3.5
2021-07-13 03:07:41,6.63,0,6.63
2021-07-13 03:07:43,5.73,0,5.73
2021-07-13 03:07:45,3.98,0,3.98
2021-07-13 03:07:47,0.68,0,0.68
2021-07-13 03:07:49,4.1,0,4.1
2021-07-13 03:07:51,2.55,0,2.55
2021-07-13 03:07:53,7.81,0,7.81
2021-07-13 03:07:55,7.87,0,7.87
2021-07-13 03:07:57,6.53,0,6.53
2021-07-13 03:07:59,6.39,0,6.39
2021-07-13 03:08:01,0.77,0,0.77
2021-07-13 03:08:03,7.75,0,7.75
2021-07-13 03:08:05,6.0,0,6.0
2021-07-13 03:08:07,2.5,0,2.5
2021-07-13 03:08:09,6.19,0,6.19
2021-07-13 03:08:11,6.41,0,6.41
2021-07-13 03:08:13,1.35,0,1.35
2021-07-13 03:08:15,7.68,0,7.68
2021-07-13 03:08:17,6.7,0,6.7
2021-07-13 03:08:19,2.35,0,2.35
2021-07-13 03:08:21,2.31,0,2.31
2021-07-13 03:08:23,1.64,0,1.64
2021-07-13 03:08:25,1.14,0,1.14
2021-07-13 03:08:27,0.94,0,0.94
2021-07-13 03:08:29,3.31,0,3.31
